1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.32317626631008683,m3/m3,2026-08-03 21:09:36.559567+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.36542492733817733,m3/m3,2026-08-03 21:09:38.632878+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.40401307406616227,m3/m3,2026-08-03 21:09:40.673259+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.43883330522612707,m3/m3,2026-08-03 21:09:42.777334+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.46664507111383363,m3/m3,2026-08-03 21:09:44.855736+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.48628153370149657,m3/m3,2026-08-03 21:09:46.893041+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.49761251742059365,m3/m3,2026-08-03 21:09:48.973507+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.499647851499738,m3/m3,2026-08-03 21:09:51.043256+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.4924812184580731,m3/m3,2026-08-03 21:09:53.103225+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.4761522539273717,m3/m3,2026-08-03 21:09:55.18744+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.45211633614690255,m3/m3,2026-08-03 21:09:57.223911+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.42064344390710834,m3/m3,2026-08-03 21:09:59.293051+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.38379690984887216,m3/m3,2026-08-03 21:10:01.348079+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.3431922008930809,m3/m3,2026-08-03 21:10:03.397843+00
1f89670a-5aae-4e21-b130-9e7bc314d152,eba50ddb-a006-4fdd-a739-18104f938acb,Volumetric Water Content,0.3008710349323598,m3/m3,2026-08-03 21:10:05.434905+00
